Gender,Parental_Education,Test_Preparation,Study_Time_per_Week,Daily_Sleep_Duration,RaceEthnicity_group_B,RaceEthnicity_group_C,RaceEthnicity_group_D,RaceEthnicity_group_E,School_Type_private,School_Type_public,Internet_Access_True,Target,Reading_Score_was_missing,Writing_Score_was_missing
1,1.0,False,13.0,8.8,False,False,True,False,False,True,True,1,0,1
1,2.0,True,14.2,8.2,False,True,False,False,False,True,True,1,0,0
0,2.0,True,5.3,6.1,False,False,False,False,False,True,True,1,0,0
1,1.0,True,10.1,7.4,False,True,False,False,False,True,False,1,0,1
1,1.0,False,10.5,8.7,False,False,False,True,True,False,True,1,0,0
0,2.0,False,8.8,6.4,False,False,False,False,False,True,True,1,0,0
0,1.0,True,1.6,6.2,True,False,False,False,False,True,True,1,0,0
1,1.0,False,9.4,7.4,False,True,False,False,False,True,True,1,1,0
1,2.0,False,9.8,6.2,False,True,False,False,False,True,True,1,0,0
0,2.0,True,3.8,6.9,False,False,False,True,False,True,False,1,0,0
0,2.0,False,12.2,7.3,False,False,False,False,False,True,True,1,0,0
1,2.0,True,8.0,7.4,True,False,False,False,False,True,True,1,0,0
1,2.0,True,18.4,9.6,False,False,True,False,True,False,True,1,0,0
0,1.0,False,4.4,6.7,False,False,True,False,False,True,True,1,0,0
1,1.0,False,8.0,5.7,False,False,True,False,True,False,True,1,1,0
0,2.0,True,12.3,8.5,True,False,False,False,False,True,True,1,0,0
0,2.0,False,20.8,6.3,True,False,False,False,False,True,True,1,0,0
1,1.0,False,9.9,7.9,False,False,False,True,False,True,True,2,0,0
1,2.0,True,7.6,3.2,True,False,False,False,False,True,True,1,0,0
0,2.0,False,10.5,5.1,False,False,False,False,False,True,True,1,0,0
0,2.0,False,10.0,6.4,False,False,False,False,True,False,True,2,0,0
1,1.0,False,11.6,8.4,True,False,False,False,False,True,True,1,0,0
0,1.0,True,10.3,4.0,False,False,False,True,True,False,True,1,0,0
0,1.0,True,11.3,5.7,False,False,False,True,False,True,True,1,0,0
1,2.0,False,18.8,7.8,True,False,False,False,False,True,False,1,0,1
1,1.0,False,8.6,7.3,False,True,False,False,False,False,True,1,0,0
0,1.0,False,7.9,7.1,False,True,False,False,False,True,True,1,0,0
0,2.0,False,0.0,4.1,False,False,False,True,False,True,True,1,0,0
1,1.0,False,7.8,6.0,False,True,False,False,False,True,False,2,0,0
1,1.0,False,13.1,5.5,True,False,False,False,False,True,True,1,0,0
1,2.0,False,15.7,6.3,False,False,True,False,False,True,True,1,0,0
0,2.0,False,7.4,5.7,True,False,False,False,False,True,True,1,0,0
0,2.0,True,8.4,7.180375318066144,True,False,False,False,True,False,True,1,0,0
0,2.0,False,12.1,7.0,False,False,True,False,False,True,True,1,0,0
0,1.0,False,7.0,9.6,False,False,False,True,True,False,True,1,0,0
0,1.0,False,12.9,9.8,False,True,False,False,False,True,True,1,0,0
0,1.0,True,10.3,6.5,True,False,False,False,False,True,False,1,0,0
1,1.0,True,6.2,4.6,True,False,False,False,False,True,False,1,0,0
0,1.0,False,12.1,7.214958863126406,False,False,True,False,True,False,True,1,0,0
0,2.0,True,8.0,6.3,False,False,False,True,False,True,False,1,0,0
1,1.0,True,16.2,7.4,True,False,False,False,False,True,True,1,1,0
0,2.0,False,0.3,7.6,False,False,True,False,False,True,True,2,0,0
0,2.0,False,8.5,7.143064409760401,True,False,False,False,False,True,True,1,0,0
1,1.0,False,9.7,7.6,True,False,False,False,False,True,True,1,0,1
0,2.0,False,3.4,5.3,False,False,False,True,False,True,True,1,0,0
1,2.0,True,13.5,6.0,True,False,False,False,False,True,True,1,0,1
0,1.0,False,12.5,7.214958863126406,False,False,False,True,False,True,True,1,0,0
1,1.0,True,13.6,6.8,False,True,False,False,False,True,True,1,0,0
0,1.0,True,16.8,8.4,False,False,False,True,False,True,False,2,0,0
0,1.0,False,6.6,8.0,False,False,False,True,True,False,True,2,0,0
1,1.0,False,11.5,6.5,False,True,False,False,False,True,True,1,0,0
0,2.0,False,14.7,6.4,False,True,False,False,False,True,False,1,0,0
0,2.0,False,7.1,7.9,False,False,False,True,False,True,True,1,0,0
0,1.0,True,10.0,6.2,False,False,False,True,False,True,True,1,0,0
1,2.0,False,14.2,7.9,False,True,False,False,False,True,False,1,0,0
0,2.0,False,6.7,6.5,True,False,False,False,True,False,True,2,0,0
0,1.0,True,16.8,4.3,False,False,False,True,True,False,True,1,0,0
1,2.0,True,10.3,7.8,False,False,False,False,False,True,True,1,0,0
0,1.0,False,4.0,9.7,True,False,False,False,False,True,True,1,0,0
0,2.0,False,20.5,8.6,False,False,False,True,False,True,True,2,0,0
1,1.0,False,12.6,8.0,False,True,False,False,True,False,True,1,0,0
1,1.0,True,13.9,7.7,True,False,False,False,False,True,True,1,0,0
1,2.0,True,6.7,7.3,False,False,False,False,False,True,True,1,0,0
1,1.0,False,9.638693467336676,4.0,False,False,True,False,True,False,False,1,1,0
1,1.0,False,4.8,6.0,False,False,True,False,True,False,True,1,0,1
1,1.0,True,13.7,7.221315955434083,True,False,False,False,False,True,True,1,0,0
0,2.0,False,10.228547945205472,5.8,False,False,False,False,False,True,True,1,0,0
1,2.0,True,7.4,4.9,True,False,False,False,True,False,True,1,1,0
0,2.0,True,8.0,5.6,False,False,True,False,False,True,False,1,0,0
0,1.0,True,12.5,8.5,False,False,True,False,True,False,True,1,0,0
0,2.0,False,6.6,6.8,False,False,True,False,True,False,True,2,0,0
0,1.0,False,11.9,8.4,False,False,False,False,False,False,True,1,0,0
1,1.0,False,9.518105423987791,7.1,False,False,True,False,True,False,True,1,0,0
0,2.0,False,8.1,7.7,False,True,False,False,False,True,True,1,0,0
0,1.0,True,10.5,7.221315955434083,True,False,False,False,False,True,True,1,0,0
1,1.0,False,6.4,7.9,False,True,False,False,False,True,True,1,0,0
1,2.0,True,9.53088834555828,9.5,False,False,True,False,False,True,False,2,0,1
1,2.0,True,15.5,7.1,False,False,True,False,False,True,True,1,0,0
1,2.0,False,5.1,4.4,True,False,False,False,False,True,True,1,0,0
0,2.0,False,10.228547945205472,7.00597413262168,False,False,True,False,False,True,True,1,0,0
0,1.0,True,19.5,8.3,False,True,False,False,False,True,False,1,0,0
0,1.0,False,12.8,8.7,False,False,False,True,False,True,True,1,0,0
0,2.0,False,6.9,7.143064409760401,True,False,False,False,True,False,True,1,0,0
0,1.0,False,2.8,7.1,False,False,True,False,True,False,True,1,0,0
0,1.0,False,5.8,5.3,True,False,False,False,False,True,True,1,0,1
0,2.0,False,10.228547945205472,7.5,False,False,False,True,False,True,True,1,0,0
1,2.0,True,3.4,7.474062816616004,False,False,True,False,True,False,False,1,0,0
0,1.0,True,12.2,8.2,False,True,False,False,False,True,True,1,0,0
0,1.0,True,17.1,8.3,False,True,False,False,True,False,True,2,0,0
1,2.0,False,10.3,8.5,False,True,False,False,False,True,True,1,0,0
0,1.0,True,20.0,6.1,False,False,False,True,False,True,True,1,0,1
1,2.0,True,9.6,6.5,False,False,True,False,False,True,False,1,0,0
1,1.0,False,8.7,7.180375318066144,False,True,False,False,False,True,True,1,0,0
1,2.0,False,8.1,6.2,False,False,False,True,False,True,True,1,0,1
1,2.0,True,10.228547945205472,8.1,False,False,True,False,True,False,True,1,0,0
0,1.0,False,16.1,7.9,False,True,False,False,False,True,True,1,0,0
0,1.0,False,3.7,7.180375318066144,False,True,False,False,False,True,True,1,0,0
0,1.0,True,10.1,7.2,False,False,False,True,False,False,False,1,0,1
0,1.0,False,12.1,7.214958863126406,False,False,False,True,False,True,True,1,0,0
1,1.0,True,14.7,9.1,True,False,False,False,False,True,True,1,0,0
1,1.0,True,11.2,6.7,False,True,False,False,False,True,True,1,0,0
1,1.0,True,8.3,7.6,False,False,False,False,False,True,True,1,0,0
0,2.0,True,8.8,4.0,False,False,False,True,False,True,True,1,0,1
1,1.0,True,15.3,7.6,False,True,False,False,False,True,True,1,0,0
1,1.0,True,9.638693467336676,8.6,True,False,False,False,False,True,True,1,0,0
1,1.0,True,4.5,6.1,False,True,False,False,True,False,True,1,0,0
1,1.0,True,0.0,8.2,False,True,False,False,False,True,True,2,0,0
1,1.0,False,9.6,7.0,False,False,True,False,False,True,True,1,0,0
0,1.0,True,11.7,7.8,False,False,False,True,False,True,True,1,0,0
0,1.0,True,11.3,7.8,False,False,False,False,False,True,False,2,0,0
1,1.0,True,10.4,7.6,False,False,False,True,False,True,True,1,0,0
0,2.0,False,2.9,9.0,False,True,False,False,False,True,True,1,0,0
1,1.0,False,12.9,6.8,False,False,False,False,False,True,True,1,0,0
0,1.0,False,16.2,7.3,True,False,False,False,False,True,True,1,1,0
1,1.0,True,9.638693467336676,6.2,False,False,True,False,False,True,True,1,0,0
0,2.0,True,7.2,7.1,False,False,False,False,True,False,True,1,0,0
1,1.0,True,13.6,7.4,False,False,False,True,True,False,True,1,0,0
0,1.0,True,7.2,7.6,False,False,False,True,False,True,True,1,0,0
0,1.0,False,9.67504285224546,7.9,False,False,False,True,False,True,True,1,0,0
1,1.0,False,0.6,5.7,True,False,False,False,True,False,True,1,1,0
0,1.0,False,7.5,7.9,False,True,False,False,False,True,False,2,0,1
0,1.0,True,13.4,8.1,False,True,False,False,True,False,True,1,1,0
0,1.0,True,14.6,6.4,False,False,True,False,False,True,False,1,1,0
0,2.0,False,9.9,6.8,False,True,False,False,True,False,False,1,0,0
0,1.0,True,5.7,5.0,False,False,True,False,False,True,True,1,0,0
1,1.0,False,9.67504285224546,9.9,False,False,False,True,False,True,True,1,0,0
1,2.0,False,10.4,5.9,True,False,False,False,False,True,True,1,0,0
0,1.0,True,15.0,8.5,True,False,False,False,False,False,True,1,0,0
1,2.0,True,16.5,7.7,False,False,False,True,False,False,True,1,0,0
0,1.0,False,7.1,8.7,True,False,False,False,False,True,True,2,0,0
0,2.0,True,7.7,9.2,False,False,False,True,False,True,True,2,0,0
1,2.0,False,13.2,7.025869410929733,True,False,False,False,False,True,True,1,0,0
1,1.0,True,9.638693467336676,8.6,False,True,False,False,False,True,True,1,0,0
0,2.0,False,6.8,8.2,False,False,False,True,True,False,True,1,0,0
0,2.0,False,9.951013513513503,9.1,False,False,False,True,True,False,True,1,0,0
0,2.0,False,6.8,8.4,False,False,False,False,True,False,True,1,0,0
0,1.0,False,9.518105423987791,7.6,False,False,False,False,True,False,True,1,0,0
1,1.0,False,4.3,5.8,False,False,True,False,False,True,True,2,0,0
0,2.0,False,5.8,6.6,True,False,False,False,False,True,True,1,0,0
1,1.0,False,10.0,7.6,False,False,False,False,False,True,False,2,0,0
1,1.0,False,8.6,6.1,True,False,False,False,False,True,True,1,0,0
1,1.0,True,9.3,7.6,False,False,False,False,False,True,True,1,0,0
0,2.0,False,10.1,5.4,False,False,False,True,False,True,True,1,0,0
1,1.0,True,11.3,5.6,False,False,True,False,False,True,True,1,0,0
0,2.0,False,13.0,6.4,False,False,False,True,False,True,True,1,1,0
0,2.0,False,10.228547945205472,7.1,False,True,False,False,True,False,True,1,0,0
1,2.0,True,8.2,8.9,False,False,False,False,False,True,False,1,0,0
1,2.0,True,19.2,7.7,False,False,True,False,False,True,True,2,0,0
1,1.0,False,8.8,8.5,True,False,False,False,False,True,True,1,0,0
1,2.0,False,8.1,8.2,False,False,True,False,False,True,True,1,0,0
1,2.0,False,15.5,7.9,False,False,False,True,False,True,True,1,0,0
0,2.0,True,12.7,4.2,False,False,False,False,True,False,True,2,0,0
0,1.0,True,8.3,5.5,False,False,False,False,False,True,True,1,0,0
0,2.0,False,15.3,8.3,False,True,False,False,False,True,True,1,0,0
1,2.0,True,14.4,7.1,False,False,True,False,False,True,True,1,0,0
0,1.0,False,8.0,8.6,False,True,False,False,False,True,False,1,0,0
0,1.0,True,16.6,6.7,False,True,False,False,False,True,True,1,0,0
0,2.0,True,12.4,5.5,False,False,False,False,False,True,True,1,0,0
0,1.0,True,8.6,10.0,False,True,False,False,False,True,True,1,0,0
1,2.0,True,9.1,7.180375318066144,True,False,False,False,True,False,True,1,0,0
0,2.0,False,15.8,7.4,False,True,False,False,False,True,True,1,0,0
1,2.0,False,15.0,5.2,False,False,False,True,True,False,False,1,0,0
1,2.0,True,10.228547945205472,5.8,True,False,False,False,False,True,True,0,0,0
0,2.0,True,10.0,5.1,False,False,False,True,False,True,False,1,0,0
1,1.0,False,6.5,4.2,False,False,False,True,True,False,True,1,0,0
0,2.0,False,13.7,5.0,True,False,False,False,False,False,True,1,0,0
1,1.0,False,6.2,8.3,False,False,False,False,False,False,True,1,0,0
0,1.0,True,10.1,6.6,False,True,False,False,False,True,True,1,0,0
0,1.0,True,6.4,7.143064409760401,True,False,False,False,False,True,True,1,0,0
1,1.0,True,3.0,8.2,False,False,False,False,True,False,True,1,0,0
0,1.0,False,9.67504285224546,7.221315955434083,False,False,False,True,False,True,True,1,0,0
0,1.0,True,14.3,8.1,False,True,False,False,False,True,True,1,0,0
0,2.0,True,15.5,5.4,False,False,False,True,False,True,True,2,0,0
0,1.0,True,17.0,7.2,False,False,False,False,False,True,True,1,0,0
0,1.0,True,11.5,8.0,False,False,False,False,False,True,True,1,0,0
1,2.0,True,11.6,10.4,True,False,False,False,False,True,True,1,0,0
1,2.0,False,9.5,5.9,False,True,False,False,False,False,True,1,0,0
1,2.0,False,9.1,7.5,False,False,False,True,False,True,True,1,0,0
1,1.0,True,14.0,7.3,False,True,False,False,False,True,True,1,0,0
1,1.0,False,5.8,7.9,False,True,False,False,True,False,True,1,0,0
1,2.0,False,4.2,7.6,False,True,False,False,False,True,True,1,0,0
0,1.0,True,9.686697247706448,7.6,False,False,True,False,False,True,True,0,1,1
0,1.0,True,15.6,7.0,False,False,False,True,False,True,False,1,1,0
1,1.0,False,8.0,5.1,True,False,False,False,False,True,False,1,0,0
1,1.0,False,8.7,5.1,False,False,False,True,False,False,True,1,0,0
1,1.0,True,0.0,5.2,False,False,False,True,True,False,True,1,0,0
1,2.0,False,8.1,5.1,False,False,False,True,False,True,True,1,0,0
1,2.0,True,8.7,7.7,True,False,False,False,False,True,True,1,0,0
1,2.0,False,6.7,8.2,False,False,False,False,False,True,True,1,0,0
0,2.0,True,12.4,6.5,True,False,False,False,True,False,True,1,0,0
0,1.0,False,5.8,7.0,False,False,False,True,False,True,True,1,0,0
1,1.0,False,9.2,8.9,True,False,False,False,True,False,True,1,0,0
1,1.0,True,19.4,6.0,False,False,False,False,False,True,True,1,0,0
1,1.0,False,2.3,8.0,True,False,False,False,False,False,True,1,0,0
0,1.0,False,5.6,7.180375318066144,False,False,False,True,False,True,True,1,0,0
1,2.0,False,12.8,7.8,False,True,False,False,False,True,False,1,0,0
1,1.0,True,9.6,6.2,False,True,False,False,True,False,False,1,0,0
1,2.0,False,17.2,7.221315955434083,False,False,False,True,False,True,True,1,0,0
1,1.0,False,10.8,7.0,False,False,True,False,False,False,True,1,0,0
1,1.0,False,8.9,7.0,False,False,True,False,True,False,True,1,0,0
1,2.0,True,8.3,7.6,False,False,False,False,False,True,True,2,0,1
1,1.0,True,13.4,8.5,True,False,False,False,False,True,True,2,0,0
1,2.0,False,9.0,5.0,False,True,False,False,True,False,True,1,0,0
1,1.0,True,2.5,4.6,False,False,True,False,False,True,True,1,0,0
0,2.0,False,8.3,6.7,False,False,False,False,False,True,True,0,1,0
0,2.0,True,8.1,6.2,False,True,False,False,False,True,True,1,1,0
1,2.0,False,10.228547945205472,7.0,False,False,True,False,False,True,True,1,1,0
1,1.0,True,14.0,6.5,False,True,False,False,False,True,True,1,0,0
0,2.0,True,1.3,8.2,False,False,True,False,False,True,True,1,0,0
0,1.0,False,1.0,7.205098308184721,False,False,False,False,True,False,True,1,0,0
1,1.0,False,15.5,5.2,False,False,True,False,True,False,True,2,0,0
0,2.0,False,2.5,6.3,False,False,True,False,True,False,True,1,0,0
0,2.0,False,5.4,7.5,False,False,False,True,False,True,True,1,0,0
1,2.0,False,16.2,8.7,True,False,False,False,False,True,True,2,0,0
0,1.0,False,8.6,6.8,True,False,False,False,False,False,True,1,0,0
0,2.0,True,10.9,7.098502202643184,False,False,True,False,False,False,True,1,0,0
0,1.0,False,4.9,5.5,False,False,True,False,False,True,True,1,0,0
0,2.0,False,10.228547945205472,7.00597413262168,False,False,False,False,False,True,True,1,0,0
0,1.0,False,13.4,8.8,False,False,True,False,False,False,True,1,0,0
1,1.0,True,7.2,7.179200940070454,False,True,False,False,False,True,False,1,0,0
1,2.0,False,8.2,7.7,True,False,False,False,True,False,True,1,0,0
1,2.0,True,6.6,6.4,False,False,False,False,False,True,True,1,0,0
0,1.0,False,11.9,8.0,False,False,False,True,False,False,True,1,0,0
0,2.0,False,9.7,7.1,False,True,False,False,False,True,True,1,0,0
1,1.0,False,10.6,9.6,False,False,True,False,False,True,True,1,0,0
1,2.0,True,9.4,7.1,True,False,False,False,True,False,True,1,0,0
1,2.0,True,9.1,4.6,True,False,False,False,False,False,True,1,0,0
1,2.0,True,0.4,6.3,False,True,False,False,False,True,False,1,1,0
1,1.0,True,4.8,5.7,False,False,False,True,False,False,False,1,0,0
0,2.0,False,6.7,9.5,True,False,False,False,False,True,True,1,0,0
1,2.0,False,10.228547945205472,6.1,False,False,False,True,False,True,True,1,0,0
1,2.0,False,4.2,7.4,False,True,False,False,False,True,True,1,0,0
1,2.0,True,11.3,8.7,False,True,False,False,False,True,True,2,0,0
0,1.0,False,6.9,6.9,True,False,False,False,False,True,True,1,0,0
0,1.0,False,11.6,6.3,False,False,False,True,True,False,True,1,0,0
1,1.0,False,9.67504285224546,7.7,False,False,False,True,False,True,True,1,0,0
1,1.0,True,18.6,8.8,False,True,False,False,True,False,True,1,0,0
1,1.0,True,6.9,5.8,True,False,False,False,True,False,True,1,0,0
1,2.0,True,14.9,7.9,False,False,False,True,True,False,True,1,0,0
1,1.0,False,9.67504285224546,9.4,True,False,False,False,False,True,True,1,0,0
1,1.0,True,9.518105423987791,7.6,True,False,False,False,True,False,False,1,0,0
0,2.0,True,14.6,7.098502202643184,False,False,False,False,False,True,True,1,0,0
1,1.0,False,13.7,7.6,False,False,False,False,False,False,True,1,0,0
0,2.0,False,2.4,9.5,True,False,False,False,False,True,True,1,0,0
0,2.0,True,11.2,6.0,False,False,True,False,False,False,False,2,1,0
1,2.0,True,8.4,8.1,False,True,False,False,False,True,True,1,0,0
1,2.0,False,2.8,7.8,False,True,False,False,False,True,False,1,0,0
1,2.0,True,7.8,8.0,True,False,False,False,False,True,True,1,0,0
0,1.0,False,6.6,4.8,False,False,False,True,True,False,True,1,0,0
1,1.0,False,7.5,5.2,False,True,False,False,False,True,True,1,0,0
0,1.0,False,13.5,8.0,False,False,True,False,False,True,True,1,0,0
0,1.0,False,9.67504285224546,8.7,False,False,True,False,False,True,True,1,0,0
1,1.0,False,8.1,7.8,False,True,False,False,False,True,True,1,0,0
0,1.0,False,11.1,6.7,False,False,True,False,False,True,True,1,0,0
1,2.0,True,7.3,6.5,False,True,False,False,False,True,False,1,0,0
0,2.0,True,9.4,8.9,False,True,False,False,False,True,True,1,0,0
0,1.0,True,7.9,5.7,False,True,False,False,False,True,True,1,0,0
0,2.0,True,4.7,7.2,False,False,False,True,False,True,False,1,1,0
0,1.0,False,11.3,7.3,False,False,True,False,False,True,True,1,0,0
0,2.0,False,13.3,7.1,False,False,False,False,True,False,False,1,1,0
1,1.0,False,19.2,6.3,False,False,False,True,False,True,False,1,0,0
1,1.0,True,12.0,5.9,False,True,False,False,False,True,True,1,0,0
0,1.0,False,8.2,3.0,False,True,False,False,False,True,False,1,0,0
0,1.0,True,7.6,7.7,False,False,False,True,False,True,False,1,0,0
1,1.0,False,4.7,8.2,True,False,False,False,False,True,True,1,0,0
1,1.0,False,14.3,9.1,False,False,True,False,False,True,True,1,0,0
1,1.0,False,12.7,7.2,False,True,False,False,True,False,True,1,0,0
0,1.0,False,9.638693467336676,7.8,False,True,False,False,False,False,False,1,0,0
0,2.0,True,10.228547945205472,7.00597413262168,False,True,False,False,False,False,True,1,0,0
0,1.0,True,13.9,5.7,False,True,False,False,False,True,True,1,0,0
1,2.0,True,10.228547945205472,7.4,False,False,False,False,False,True,True,1,0,0
1,2.0,False,8.5,4.3,False,False,True,False,False,True,True,1,0,1
1,1.0,True,7.7,6.4,True,False,False,False,False,False,True,1,0,0
0,1.0,False,3.7,7.6,False,False,False,True,False,True,True,1,0,1
0,1.0,False,15.7,7.0,False,False,False,True,False,True,True,1,0,0
0,2.0,False,15.2,7.025869410929733,False,False,False,True,False,True,True,1,0,0
0,2.0,True,18.0,7.7,False,True,False,False,False,True,True,1,0,0
0,1.0,False,13.2,6.7,False,False,False,False,False,True,False,1,0,0
0,2.0,False,11.4,7.5,False,False,False,True,False,True,True,1,0,0
0,2.0,False,11.9,5.8,True,False,False,False,False,True,False,1,0,0
1,1.0,False,9.67504285224546,7.221315955434083,False,True,False,False,False,True,True,1,0,0
1,2.0,False,16.7,7.1,False,False,True,False,False,True,False,2,0,0
0,1.0,False,12.4,8.3,False,True,False,False,False,True,True,1,0,0
0,1.0,True,12.4,9.3,False,False,True,False,True,False,True,1,0,0
1,1.0,False,6.5,9.4,False,False,False,False,False,True,True,2,0,0
1,2.0,True,9.4,7.7,True,False,False,False,False,True,True,1,0,0
0,1.0,False,15.5,7.1,False,False,False,False,False,True,True,1,0,0
0,1.0,False,10.9,7.7,False,False,False,True,False,True,True,1,0,1
1,1.0,False,10.1,9.2,False,False,False,False,False,True,True,1,0,0
0,1.0,False,11.1,7.8,False,True,False,False,False,True,False,1,0,0
0,2.0,False,9.7,7.3,True,False,False,False,False,True,True,1,0,0
0,2.0,False,8.8,7.4,False,True,False,False,True,False,True,2,0,0
1,1.0,True,11.1,7.1,False,False,True,False,False,True,True,1,0,0
0,1.0,True,5.2,7.4,False,False,True,False,True,False,True,2,0,0
1,2.0,True,11.8,6.6,False,False,False,True,True,False,True,1,0,0
1,1.0,True,12.8,10.1,False,False,False,False,False,True,True,1,0,0
1,2.0,False,16.4,8.0,True,False,False,False,False,True,True,1,0,0
0,2.0,True,8.0,5.8,False,True,False,False,False,True,True,1,0,0
1,1.0,False,3.9,7.25761523046093,False,False,False,True,True,False,True,1,0,0
0,1.0,False,3.9,5.5,True,False,False,False,False,False,True,1,0,1
1,1.0,False,16.6,7.1,False,False,False,True,True,False,True,2,0,0
1,1.0,False,9.67504285224546,7.1,False,True,False,False,True,False,True,0,1,1
0,1.0,True,9.9,5.9,False,False,True,False,False,True,False,1,1,0
1,1.0,False,11.3,7.214958863126406,False,False,False,True,False,False,True,1,0,0
1,1.0,False,17.7,7.221315955434083,True,False,False,False,False,True,True,1,0,0
0,2.0,False,13.9,6.6,False,True,False,False,False,True,True,1,0,1
0,2.0,False,2.1,6.8,False,True,False,False,False,True,False,1,0,0
0,1.0,False,13.1,7.214958863126406,False,False,False,False,True,False,True,1,0,0
0,2.0,False,12.6,6.8,False,False,False,False,False,True,True,1,0,0
1,1.0,True,6.0,7.0,True,False,False,False,False,True,False,1,1,0
1,2.0,True,17.2,8.8,True,False,False,False,False,True,False,2,0,0
1,1.0,True,9.4,8.5,False,True,False,False,False,True,True,1,0,0
0,1.0,True,12.5,5.7,False,False,False,True,False,True,True,2,0,0
1,2.0,False,12.9,6.1,False,True,False,False,False,True,True,1,0,0
0,2.0,False,8.6,8.3,False,True,False,False,True,False,True,1,0,0
0,1.0,False,11.7,8.4,False,True,False,False,True,False,True,0,0,0
1,2.0,True,17.1,6.5,False,True,False,False,True,False,False,1,0,0
0,2.0,False,10.6,11.0,False,False,False,True,True,False,True,1,0,0
0,1.0,False,10.3,6.5,True,False,False,False,False,True,False,1,0,0
0,2.0,True,21.9,7.8,False,False,False,True,False,True,True,1,0,0
1,2.0,True,3.8,7.180375318066144,True,False,False,False,False,True,True,1,0,0
1,1.0,True,9.420663609387612,5.9,False,True,False,False,True,False,True,1,0,0
1,1.0,False,13.4,7.3,False,False,False,True,True,False,False,1,0,0
0,1.0,True,12.4,7.8,False,False,False,False,True,False,True,1,0,0
1,2.0,True,2.6,7.5,False,False,True,False,True,False,True,2,0,0
1,1.0,True,6.6,6.5,False,False,True,False,False,True,True,1,0,0
0,1.0,True,9.5,7.0,True,False,False,False,False,True,True,1,0,0
0,1.0,True,7.6,4.6,False,True,False,False,False,False,True,1,0,0
0,1.0,False,6.7,5.0,False,True,False,False,False,True,True,2,0,0
1,2.0,False,15.2,6.2,False,False,True,False,False,True,True,1,0,0
1,1.0,True,9.3,9.2,False,False,True,False,False,True,True,1,0,0
1,1.0,True,9.1,7.1,False,True,False,False,True,False,True,1,0,0
0,2.0,True,8.6,7.3,False,True,False,False,True,False,True,1,0,0
0,1.0,False,4.9,7.3,False,False,True,False,False,True,True,1,0,0
1,1.0,False,6.5,6.4,False,False,False,False,False,True,True,0,0,0
0,1.0,False,11.9,7.4,True,False,False,False,True,False,False,1,0,0
0,1.0,False,9.9,9.0,False,False,False,False,False,True,True,1,0,0
0,1.0,False,3.9,6.1,False,False,False,False,False,True,True,1,0,0
1,2.0,False,21.0,5.6,False,True,False,False,False,False,True,1,0,0
1,1.0,False,11.2,8.5,True,False,False,False,False,True,True,1,1,0
0,2.0,True,9.4824414715719,9.5,False,False,False,True,False,True,True,1,0,0
0,2.0,True,9.4,6.9,False,False,False,True,False,True,False,1,1,0
0,1.0,False,12.6,4.7,False,False,True,False,False,True,False,1,1,0
1,2.0,False,9.5,5.7,True,False,False,False,False,True,True,2,0,0
1,2.0,False,13.9,7.7,False,False,False,True,False,True,True,1,0,0
0,1.0,False,9.67504285224546,7.5,False,False,False,False,False,True,True,1,0,0
0,1.0,True,9.420663609387612,5.6,False,True,False,False,True,False,True,1,1,1
0,2.0,False,15.4,8.0,False,False,False,True,False,False,True,1,0,0
1,1.0,False,7.2,7.180375318066144,False,True,False,False,True,False,True,1,0,0
0,2.0,False,15.4,7.1,True,False,False,False,True,False,False,1,0,0
1,2.0,False,11.0,7.025869410929733,True,False,False,False,False,True,True,1,0,0
1,2.0,True,15.5,9.3,False,False,True,False,False,True,True,1,0,1
1,2.0,True,5.2,7.5,False,False,False,True,False,True,True,1,0,0
1,2.0,False,6.3,7.2,True,False,False,False,False,True,True,1,0,0
0,2.0,False,11.9,7.4,False,False,False,False,False,True,True,1,0,0
1,1.0,True,9.638693467336676,6.5,False,False,False,True,False,True,False,1,0,0
0,1.0,False,8.4,5.0,False,True,False,False,False,True,False,1,0,0
0,1.0,True,7.0,7.4,True,False,False,False,False,True,True,1,0,0
1,2.0,True,9.8,7.2,False,False,False,True,False,True,False,1,0,0
1,2.0,False,8.4,3.0,False,True,False,False,True,False,True,1,0,0
1,2.0,True,10.3,9.3,False,False,False,True,True,False,False,1,0,0
1,2.0,False,0.0,5.6,False,False,False,True,True,False,True,1,0,0
1,1.0,False,4.2,7.25761523046093,False,False,False,True,False,True,False,1,0,0
1,2.0,False,12.9,8.4,False,False,False,False,False,True,True,1,1,0
0,2.0,False,9.6,6.2,False,False,False,False,False,True,False,1,0,0
1,1.0,True,20.2,10.1,False,True,False,False,False,True,False,1,0,0
1,1.0,False,7.7,6.6,True,False,False,False,False,True,True,1,0,0
0,2.0,False,7.9,7.1,False,False,False,True,False,True,True,1,0,0
1,1.0,True,10.2,8.5,False,False,False,True,True,False,True,2,0,1
1,1.0,False,11.8,6.5,True,False,False,False,False,False,True,1,0,0
1,1.0,True,1.2,6.7,True,False,False,False,False,True,True,1,0,0
1,1.0,False,3.6,8.6,False,False,False,False,True,False,True,1,0,0
0,1.0,False,11.1,10.2,False,False,True,False,False,True,True,1,1,0
1,2.0,True,21.8,7.2,False,False,True,False,False,True,True,2,1,0
1,1.0,True,10.9,8.3,False,False,True,False,False,True,True,1,0,0
1,1.0,False,9.6,6.1,True,False,False,False,False,True,True,1,0,0
1,1.0,False,16.9,7.4,False,False,True,False,False,True,True,1,0,1
